Name,filters passed,NSE,BSE,Sector,epsQ,epsQ%,salesQ,salesQ%,ATPMQ,ATPQ,epsA,epsA%,ROE,DEratio
Solid Stone,2,,513699,ceramicsgranite,"[0.05, 2.26, 0.64, 0.58, 0.51, 0.34, 0.83, 0.65, 0.38, 0.23]","[-90.0, 565.0, -23.0, -11.0, 34.0, 48.0]","[14.62, 19.2, 14.3, 13.12, 10.9, 10.26, 15.72, 13.47, 10.47, 11.94]","[34.0, 87.0, -9.0, -3.0, 4.0, -14.0]","[0.0, 6.0, 2.0, 2.0, 2.0, 2.0, 3.0, 3.0, 2.0, 1.0]","[0.03, 1.22, 0.35, 0.31, 0.27, 0.18, 0.45, 0.35, 0.2, 0.12]","[3.99, 2.2, 1.61, 1.68, 1.66]","[81.0, 37.0, -4.0, 1.0]",11.68,"[0.75, 0.66, 0.65]"
Solitaire Mach,2,,522152,machinetools,"[0.46, 0.62, 0.67, 0.22, 0.04, 0.59, -0.12, 0.36, -0.23, 0.13]","[1050.0, 5.0]","[3.36, 3.76, 2.79, 2.3, 1.94, 3.33, 1.33, 2.33, 2.59, 2.22]","[73.0, 13.0]","[6.0, 7.0, 11.0, 4.0, 1.0, 7.0, -5.0, 7.0, -4.0, 3.0]","[0.21, 0.28, 0.3, 0.1, 0.02, 0.23, -0.06, 0.16, -0.1, 0.06]","[1.55, 0.9, 1.94, 2.92, 1.81]","[72.0, -54.0, -34.0, 61.0]",-1.0,"[0.1, 0.12, 0.04]"
Somaiya Organic,2,,506650,chemicals,"[None, None, None, None, None, None, None, None, None, None]",[],"[12.17, 4.47, 7.6, 8.6, 14.51, 9.51, 12.34, 13.9, 12.73, 4.72]","[-16.0, -53.0, -38.0, -38.0, 14.0, 101.0]","[29.0, 32.0, -33.0, -27.0, 11.0, -6.0, -3.0, 3.0, 9.0, 7.0]","[3.5, 1.44, -2.48, -2.29, 1.58, -0.54, -0.35, 0.39, 1.16, 0.35]","[None, None, None, None, None]",[],-1.0,[]
Sona Koyo Stee,2,SONASTEER,520057,autoancillaries,"[0.09, 0.55, 0.15, 0.15, 0.05, 0.53, 1.86, 0.39, -0.18, 0.58]","[80.0, 4.0, -92.0, -62.0, 128.0, -9.0]","[257.97, 289.56, 253.67, 267.69, 257.44, 281.99, 262.97, 260.34, 229.6, 301.72]","[0.0, 3.0, -4.0, 3.0, 12.0, -7.0]","[1.0, 4.0, 1.0, 1.0, 0.0, 4.0, 14.0, 3.0, -2.0, 4.0]","[1.75, 10.89, 3.03, 3.04, 1.02, 10.58, 36.91, 7.66, -3.49, 11.61]","[0.9, 2.6, 1.54, 1.95, 1.88]","[-65.0, 69.0, -21.0, 4.0]",6.86,"[0.7, 0.79, 1.02]"
Soundcraft Ind,2,SOUNDCRAFT,523033,trading,"[None, None, None, None, None, None, None, None, None, None]",[],"[191.05, 182.48, 176.92, 153.46, 170.36, 154.16, 151.87, 128.58, 142.45, 130.77]","[12.0, 18.0, 16.0, 19.0, 20.0, 18.0]","[7.0, 6.0, 6.0, 8.0, 7.0, 6.0, 6.0, 8.0, 7.0, 6.0]","[12.66, 10.9, 11.22, 11.84, 11.52, 9.52, 9.45, 9.83, 9.4, 8.29]","[None, None, None, None, None]",[],-1.0,"[0.8, 0.81, 0.89]"
Source Natural,2,,531398,pharmaceuticals,"[0.5, -0.14, -0.12, 0.48, 0.21, 0.17, 0.28, -0.32, 0.32, 0.52]",[],"[2.18, 1.79, 1.51, 1.99, 1.46, 1.32, 1.0, 0.74, 1.07, 1.07]",[],"[15.0, -5.0, -5.0, 15.0, 8.0, 6.0, 13.0, -19.0, 14.0, 21.0]","[0.32, -0.09, -0.08, 0.29, 0.11, 0.08, 0.13, -0.14, 0.15, 0.23]","[0.26, 0.33, 0.79, -1.45, -2.89]","[-21.0, -58.0, 154.0, 50.0]",-1.0,[]
South Latex,2,,514454,rubber,"[0.01, -0.01, 0.04, 0.1, None, None, None, None, None, None]",[],"[0.05, 0.11, 0.15, 0.07, 0.07, 0.41, 0.19, 0.25, 0.31, 0.47]","[-29.0, -73.0, -21.0, -72.0, -77.0, -13.0]","[80.0, -55.0, 20.0, 100.0, 14.0, -7.0, 11.0, 8.0, 10.0, 83.0]","[0.04, -0.06, 0.03, 0.07, 0.01, -0.03, 0.02, 0.02, 0.03, 0.39]","[0.01, None, None, None, None]",[],-1.0,[]
Span Diagnostic,2,,524727,hospitalsmedicalservices,"[-0.46, 49.06, -2.62, 2.22, -2.44, -1.73, -0.12, -1.53, -3.69, -0.13]",[],"[None, 8.57, 18.25, 25.13, 20.14, 21.55, 21.88, 19.79, 14.94, 19.76]",[-1],[],"[-0.34, 35.7, -1.91, 1.62, -1.78, -1.26, -0.09, -1.11, -2.68, -0.1]","[48.31, -7.06, 1.29, 1.68, 6.36]","[784.0, -647.0, -23.0, -74.0]",59.79,[]
Sphere Global,2,COLORCHIPS,532172,mediaentertainment,"[0.3, -0.19, 0.62, 0.14, -0.01, None, None, None, None, -0.05]",[3100.0],"[1.37, 1.19, 1.29, 1.21, None, 0.02, 0.03, None, 0.1, 0.1]",[],"[39.0, -20.0, 84.0, 20.0]","[0.53, -0.24, 1.08, 0.24, -0.02, -0.06, -0.02, -0.04, -0.24, -0.01]","[-0.03, -0.92, -6.59, None, None]",[],-2.26,[]
Sportking India,2,,539221,miscellaneous,"[39.09, 42.11, 25.04, -44.92, 0.31, -36.83, 12.42, 64.6, 42.81, None]","[12510.0, 214.0, 102.0, -170.0, -99.0]","[293.94, 283.02, 256.27, 290.58, 272.45, 279.43, 241.96, 266.48, 245.12, 240.59]","[8.0, 1.0, 6.0, 9.0, 11.0, 16.0]","[5.0, 5.0, 3.0, -6.0, 0.0, -5.0, 2.0, 8.0, 6.0, 11.0]","[13.92, 14.99, 8.92, -16.0, 0.11, -13.11, 4.42, 21.73, 14.4, 25.74]","[22.54, 77.06, 95.64]","[-71.0, -19.0]",-1.0,"[4.53, 5.13, 4.65]"
Sree Rayal Alk,2,SREERAYALK,507753,chemicals,"[1.13, 0.03, 0.85, 0.74, -0.96, 0.58, 0.54, 0.49, 0.76, 1.02]",[],"[173.41, 181.75, 181.07, 200.64, 181.01, 189.28, 201.79, 174.58, 208.27, 187.91]",[],"[5.0, 0.0, 4.0, 3.0, -4.0, 2.0, 2.0, 2.0, 2.0, 4.0]","[8.95, 0.28, 6.69, 5.84, -7.19, 4.32, 3.98, 3.66, 5.18, 6.99]","[2.81, 0.64, 5.5, 2.06, 2.02]","[339.0, -88.0, 167.0, 2.0]",7.96,"[1.11, 1.21, 1.77]"
SRS Finance,2,,536799,financegeneral,"[0.2, 0.08, 0.17, 0.17, 0.23, 0.08, 0.43, 0.01, 0.01, -0.69]","[-13.0, 0.0, -60.0, 1600.0, 2200.0, 112.0]","[6.49, 44.4, 13.03, 7.99, 10.73, 6.37, 12.36, 10.98, 9.22, 3.47]","[-40.0, 597.0, 5.0, -27.0, 16.0, 84.0]","[29.0, 2.0, 13.0, 22.0, 21.0, 11.0, 34.0, 1.0, 1.0, -194.0]","[1.91, 0.74, 1.69, 1.72, 2.21, 0.73, 4.18, 0.11, 0.05, -6.73]","[0.65, 0.52, -0.86, 0.08]","[25.0, 160.0, -1175.0]",5.3,"[0.71, 0.83, 0.45]"
SRS Real Infra,2,,533305,constructioncontractingrealestate,"[0.04, 0.03, 0.05, 0.07, 0.07, 0.2, 0.07, 0.05, 0.01, -0.04]","[-43.0, -85.0, -29.0, 40.0, 600.0, 600.0]","[268.89, 289.75, 187.89, 187.96, 175.18, 164.24, 196.55, 230.07, 242.16, 308.98]","[53.0, 76.0, -4.0, -18.0, -28.0, -47.0]","[1.0, 0.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0, -0.0]","[1.66, 1.4, 1.03, 1.38, 1.34, 1.18, 1.46, 1.06, 0.29, -0.86]","[0.13, 0.2, 0.26, 0.44, 0.43]","[-35.0, -23.0, -41.0, 2.0]",2.29,"[0.79, 0.8, 0.76]"
Stampede Cap,2,,531723,financeinvestments,"[0.09, 0.14, 0.05, 0.02, 0.03, 0.6, 0.4, 0.46, 0.17, 0.99]","[200.0, -77.0, -88.0, -96.0, -82.0, -39.0]","[2.01, 1.18, 1.65, 1.36, 1.67, 1.72, 1.67, 1.61, 1.46, 1.8]","[20.0, -31.0, -1.0, -16.0, 14.0, -4.0]","[10.0, 25.0, 7.0, 4.0, 3.0, -62.0, 50.0, 60.0, 23.0, 114.0]","[0.2, 0.29, 0.11, 0.05, 0.05, -1.06, 0.84, 0.97, 0.34, 2.05]","[0.24, 1.63, 2.6, -1.39, -0.88]","[-85.0, -37.0, 287.0, -58.0]",-1.0,"[0.03, 0.04, 1.04]"
Standard Capita,2,,511700,financeleasinghirepurchase,"[0.06, None, 0.04, 0.04, 0.03, -0.21, 0.07, 0.07, 0.07, -0.07]",[100.0],"[0.08, 0.04, 0.07, 0.07, 0.08, -0.05, 0.07, 0.08, 0.07, 0.09]","[0.0, 180.0, 0.0, -12.0, 14.0, -156.0]","[38.0, -50.0, 29.0, 14.0, 13.0, 160.0, 43.0, 38.0, 43.0, -33.0]","[0.03, -0.02, 0.02, 0.01, 0.01, -0.08, 0.03, 0.03, 0.03, -0.03]","[0.06, None, 0.06, 0.14, 0.14]",[],-1.0,[]
Standard Medica,2,,511042,hospitalsmedicalservices,"[0.03, None, -0.02, -1.34, -0.02, -0.01, -0.02, -0.04, -0.02, -0.02]",[250.0],"[None, None, None, None, None, None, None, None, None, None]",[-1],[],"[0.03, 0.01, -0.03, -1.45, -0.02, -0.02, -0.02, -0.05, -0.03, -0.03]","[-0.11, -0.1, -0.07, None, None]",[],-1.0,[]
Standard Surfac,2,,526231,detergents,"[0.15, 0.11, 0.14, 0.14, 0.18, 0.13, 0.14, 0.13, 0.19, 0.13]","[7.0, -39.0, 8.0, 8.0, -5.0, 0.0]","[12.78, 16.48, 13.99, 10.26, 19.04, 9.61, 12.58, 11.17, 15.59, 13.39]","[25.0, -13.0, 46.0, -8.0, 22.0, -28.0]","[1.0, 0.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","[0.11, 0.08, 0.1, 0.1, 0.11, 0.09, 0.1, 0.1, 0.14, 0.1]","[0.97, None, 0.44, 0.36, 0.34]",[],-1.0,"[0.69, 0.83, 0.82]"
Stanpacks India,2,,530931,packaging,"[0.22, -0.56, 0.31, None, 0.09, 0.06, -0.04, -0.04, -0.09, -0.52]","[144.0, -1033.0, 875.0]","[6.48, 7.78, 7.85, 7.46, 7.45, 12.89, 6.32, 6.12, 4.35, 4.73]","[-13.0, -40.0, 24.0, 22.0, 71.0, 173.0]","[2.0, -4.0, 2.0, 1.0, 1.0, 0.0, -4.0, -5.0, -12.0, -7.0]","[0.14, -0.34, 0.19, 0.05, 0.06, 0.04, -0.25, -0.29, -0.53, -0.32]","[-0.1, -1.69, -4.23, -0.07, None]",[],-4.62,"[9.19, 5.16, 2.55]"
Stanrose Financ,2,,506105,financeinvestments,"[3.33, -1.12, -0.28, 1.96, 11.55, -0.4, -0.78, 1.84, 7.68, -2.07]","[-71.0, -180.0, 64.0, 7.0, 50.0, 81.0]","[2.45, 1.76, 0.58, 1.51, 6.85, 0.73, 0.36, 1.45, 4.76, 0.14]","[-64.0, 141.0, 61.0, 4.0, 44.0, 421.0]","[54.0, -25.0, -19.0, 52.0, 67.0, -22.0, -86.0, 50.0, 64.0, -586.0]","[1.32, -0.44, -0.11, 0.78, 4.58, -0.16, -0.31, 0.73, 3.05, -0.82]","[12.11, 8.34, 7.24, 10.13, 14.9]","[45.0, 15.0, -29.0, -32.0]",9.62,[]
Star Ferro,2,SFCL,536666,steelmediumsmall,"[1.05, -0.03, 0.03, 0.14, 0.09, 0.49, 0.36, -0.01, -57.53, -15.6]","[1067.0, -106.0, -92.0, 1500.0, 100.0, 103.0]","[None, None, 22.77, 29.47, 33.53, 45.94, 40.26, 26.68, 32.6, 24.22]",[-1],[],"[23.25, -0.74, 0.69, 3.02, 1.89, 10.9, 7.9, -0.2, -2.88, -0.78]","[-0.06, 0.71, -111.75, -0.01, -0.01]",[],-4.62,[]
STEL Holdings,2,STEL,533316,financeinvestments,"[-0.05, None, 0.76, 1.3, -0.02, -0.01, -0.14, 1.36, 0.17, 0.03]",[],"[None, None, None, None, None, None, None, None, None, None]",[-1],[],"[-0.1, -0.01, 1.39, 2.41, -0.03, -0.02, -0.26, 2.5, 0.32, 0.05]","[2.04, 1.38, 1.01, 0.9, 0.93]","[48.0, 37.0, 12.0, -3.0]",3.12,[]
Sterling Intl,2,,508998,computerssoftwaremediumsmall,"[None, None, None, None, None, None, None, None, 0.01, 0.04]",[],"[0.2, 0.44, 0.49, 0.44, 0.31, 0.11, 0.12, 0.75, 1.88, 0.22]","[-35.0, 300.0, 308.0, -41.0, -84.0, -50.0]","[45.0, 11.0, 10.0, 9.0, 6.0, 109.0, 33.0, 5.0, 16.0, 527.0]","[0.09, 0.05, 0.05, 0.04, 0.02, 0.12, 0.04, 0.04, 0.3, 1.16]","[0.01, 0.01, 0.06, 0.01, 0.02]","[0.0, -83.0, 500.0, -50.0]",0.02,[]
Stewart Mackert,2,,508905,financegeneral,"[0.28, 0.29, 0.56, 0.39, 0.47, 1.36, -1.09, 0.05, 0.05, 4.77]","[-40.0, -79.0, 151.0, 680.0, 840.0, -71.0]","[6.53, 12.92, 6.48, 8.0, 5.21, 9.5, 8.88, 8.93, 8.38, 11.11]","[25.0, 36.0, -27.0, -10.0, -38.0, -14.0]","[2.0, 1.0, 5.0, 3.0, 5.0, 8.0, -7.0, 0.0, 0.0, 24.0]","[0.15, 0.16, 0.31, 0.22, 0.26, 0.76, -0.61, 0.03, 0.03, 2.66]","[1.71, 0.37, 1.82, 7.06, 9.76]","[362.0, -80.0, -74.0, -28.0]",0.97,[]
STI India,2,STINDIA,513151,textilesspinningcottonblended,"[0.36, 0.43, -1.37, -0.42, -0.7, -0.73, 0.01, -0.85, -1.29, -0.73]",[],"[15.56, 18.67, 12.42, 14.53, 14.25, 14.47, 16.07, 10.93, 11.11, 12.31]",[],"[7.0, 7.0, -32.0, -8.0, -15.0, -15.0, 0.0, -23.0, -35.0, -17.0]","[1.03, 1.25, -4.01, -1.23, -2.1, -2.13, 0.03, -2.47, -3.84, -2.12]","[-1.63, -2.28, -3.21, 0.07, 5.9]",[],-1.0,[]
Stone India,2,,522085,electricequipment,"[0.09, -2.78, -2.73, -0.3, -0.65, -1.56, 0.66, -1.13, -1.27, -0.24]","[114.0, -78.0, -514.0, 73.0, 49.0, -550.0]","[25.54, 19.66, 18.83, 23.8, 22.71, 25.83, 26.23, 27.22, 24.06, 22.17]","[12.0, -24.0, -28.0, -13.0, -6.0, 17.0]","[1.0, -12.0, -12.0, -1.0, -2.0, -5.0, 2.0, -3.0, -4.0, -1.0]","[0.16, -2.28, -2.23, -0.25, -0.53, -1.19, 0.52, -0.86, -0.97, -0.19]","[-6.43, -3.29, -4.0, 4.21, 6.0]",[],-1.0,"[0.84, 0.83, 0.74]"
Stotz Blacks,2,,532115,castingsforgings,"[None, None, None, None, None]",[],"[15.73, 28.07, 9.01, 0.21, 0.21]",[7390.0],"[0.0, 0.0, 2.0, 0.0, -5.0]","[0.02, 0.06, 0.18, 0.0, -0.01]","[None, None, None, None]",[],-1.0,[]
Suashish Diamon,2,SUASHDIMON,526733,diamondcuttingjewellerypreciousmetals,"[7.15, 12.37, 7.21, 6.59, 4.28, 14.87, 3.04, 7.71, 3.49, -4.75]","[67.0, -17.0, 137.0, -15.0, 23.0, 413.0]","[182.94, 237.02, 179.19, 152.04, 205.58, 288.37, 164.08, 270.85, 229.23, 390.99]","[-11.0, -18.0, 9.0, -44.0, -10.0, -26.0]","[8.0, 11.0, 8.0, 9.0, 4.0, 11.0, 4.0, 6.0, 3.0, -3.0]","[14.85, 25.69, 14.98, 13.68, 8.88, 30.88, 6.32, 16.02, 7.24, -9.86]","[33.33, 29.9, 18.42, 29.89, None]","[11.0, 62.0, -38.0]",8.02,"[0.27, 0.48, 1.41]"
Sudarshan Chem,2,SUDARSCHEM,506655,dyespigments,"[2.63, 0.51, 1.58, 23.75, 16.73, 7.48, 11.64, 14.83, 15.77, 8.06]","[-84.0, -93.0, -86.0, 60.0, 6.0, -7.0]","[292.67, 269.83, 243.98, 301.75, 266.33, 266.12, 241.57, 270.13, 244.71, 205.95]","[10.0, 1.0, 1.0, 12.0, 9.0, 29.0]","[6.0, 1.0, 4.0, 5.0, 4.0, 2.0, 3.0, 4.0, 4.0, 3.0]","[18.21, 3.57, 10.82, 16.44, 11.58, 5.18, 8.06, 10.27, 10.92, 5.58]","[6.13, 49.72, 30.41, 52.22, 80.62]","[-88.0, 63.0, -42.0, -35.0]",15.13,"[1.08, 1.07, 1.26]"
Suditi Ind,2,,521113,textileshosieryknitwear,"[0.17, 0.15, 0.07, 0.17, 0.2, 0.09, 0.01, 0.21, 0.04, 0.02]","[-15.0, 67.0, 600.0, -19.0, 400.0, 350.0]","[16.11, 21.15, 11.57, 17.98, 19.01, 18.03, 14.6, 16.86, 12.41, 14.3]","[-15.0, 17.0, -21.0, 7.0, 53.0, 26.0]","[2.0, 1.0, 1.0, 2.0, 2.0, 1.0, 1.0, 2.0, 1.0, 0.0]","[0.28, 0.24, 0.11, 0.29, 0.33, 0.15, 0.21, 0.34, 0.07, 0.04]","[0.59, 0.46, 0.35, 0.77, 1.4]","[28.0, 31.0, -55.0, -45.0]",3.82,"[0.66, 0.48, 0.48]"
Sujana Uni,2,SUJANAUNI,517224,domesticappliances,"[0.06, -0.84, 0.06, 0.04, 0.03, -0.78, 0.07, 0.19, 0.14, 0.06]","[100.0, -8.0, -14.0, -79.0, -79.0, -1400.0]","[737.63, 887.35, 766.25, 793.56, 812.99, 789.38, 884.67, 925.08, 822.6, 867.63]","[-9.0, 12.0, -13.0, -14.0, -1.0, -9.0]","[0.0, -2.0, 0.0, 0.0, 0.0, -2.0, 0.0, 0.0, 0.0, 0.0]","[1.05, -14.16, 1.04, 0.63, 0.55, -13.12, 1.21, 3.19, 2.41, 1.05]","[-0.72, -0.39, 0.19, 1.84, None]",[],-1.0,"[0.96, 0.94, 0.88]"
Sulabh Engineer,2,,508969,electricequipment,"[0.01, 0.02, 0.01, 0.01, 0.01, None, 0.01, 0.01, 0.01, -0.01]",[0.0],"[0.27, 0.23, 0.23, 0.28, 0.21, 0.18, 0.24, 0.25, 0.23, 0.2]","[29.0, 28.0, -4.0, 12.0, -9.0, -10.0]","[52.0, 83.0, 43.0, 54.0, 33.0, 6.0, 63.0, 76.0, 43.0, -70.0]","[0.14, 0.19, 0.1, 0.15, 0.07, 0.01, 0.15, 0.19, 0.1, -0.14]","[0.05, 0.04, 0.04, None, None]","[25.0, 0.0]",2.34,[]
Summit Sec,2,SUMMITSEC,533306,financeinvestments,"[-0.12, 1.75, 0.09, 5.23, 0.15, 1.52, -0.28, 3.36, -0.01, 2.03]",[],"[0.17, 2.3, 0.39, 6.09, 0.09, 1.93, 0.0, 4.16, 0.09, 1.71]","[89.0, 19.0, 46.0, 0.0, 13.0]","[-76.0, 83.0, 26.0, 94.0, 178.0, 85.0]","[-0.13, 1.91, 0.1, 5.7, 0.16, 1.65, -0.3, 3.67, -0.02, 2.21]","[7.22, 4.59, 7.5, 6.49, 2.94]","[57.0, -39.0, 16.0, 121.0]",1.84,[]
Sun TV Network,2,SUNTV,532733,mediaentertainment,"[5.01, 5.15, 5.43, 3.92, 4.2, 5.01, 4.71, 4.29, 4.17, 4.5]","[19.0, 3.0, 15.0, -9.0, 1.0, 11.0]","[691.09, 548.58, 552.44, 509.02, 633.58, 520.18, 508.34, 466.41, 601.85, 472.67]","[9.0, 5.0, 9.0, 9.0, 5.0, 10.0]","[29.0, 37.0, 39.0, 30.0, 26.0, 38.0, 37.0, 36.0, 27.0, 38.0]","[197.28, 202.99, 214.13, 154.47, 165.64, 197.57, 185.79, 169.16, 164.44, 177.5]","[18.71, 18.19, 17.34, 17.63, 19.6]","[3.0, 5.0, -2.0, -10.0]",21.81,[]
Sunbright Stock,2,,530763,financeinvestments,"[None, None, None, None, None, None, None, None, None, None]",[],"[0.39, 0.35, 0.11, 0.1, 0.1, 0.15, 0.11, 0.12, 0.07, 0.06]","[290.0, 133.0, 0.0, -17.0, 43.0, 150.0]","[5.0, -3.0, 9.0, 10.0, -10.0, 0.0, 9.0, 8.0, 0.0, -183.0]","[0.02, -0.01, 0.01, 0.01, -0.01, 0.0, 0.01, 0.01, 0.0, -0.11]","[None, None, None, None, None]",[],-1.0,[]
Sundaram Fin,2,SUNDARMFIN,590071,financeleasinghirepurchase,"[8.91, 8.16, 11.73, 11.0, 9.02, 9.32, 11.05, 10.44, 8.11, 10.23]","[-19.0, -10.0, 6.0, 5.0, 11.0, -9.0]","[555.15, 577.78, 561.97, 540.54, 547.68, 572.4, 558.31, 537.09, 542.62, 547.49]","[3.0, 5.0, 1.0, 1.0, 1.0, 5.0]","[18.0, 16.0, 23.0, 23.0, 18.0, 18.0, 22.0, 22.0, 17.0, 21.0]","[99.0, 90.68, 130.27, 122.24, 100.24, 103.56, 122.72, 115.99, 90.15, 113.65]","[40.88, 39.83, 36.91, 63.99, 53.15]","[3.0, 8.0, -42.0, 20.0]",15.25,"[2.93, 3.4, 3.57]"
Sundaram Multi,2,SUNDARAM,533166,printingstationery,"[0.03, -0.06, -0.33, -0.22, -0.17, -0.04, -0.04, None, 0.08, 0.1]","[118.0, -50.0, -725.0]","[33.74, 23.13, 16.21, 16.23, 27.73, 34.74, 30.95, 38.67, 49.73, 70.02]","[22.0, -33.0, -48.0, -58.0, -44.0, -50.0]","[2.0, -6.0, -43.0, -29.0, -13.0, -2.0, -3.0, 0.0, 3.0, 3.0]","[0.59, -1.31, -7.03, -4.78, -3.63, -0.8, -0.86, 0.06, 1.71, 2.22]","[-0.77, 0.01, 0.21, 1.07, 1.2]",[],-23.15,"[0.68, 0.98, 0.88]"
Sunil HitechEng,2,SUNILHITEC,532711,powertransmissionequipment,"[7.21, 8.94, 5.18, 4.33, 6.63, 8.63, 5.1, 1.54, 5.0, 8.74]","[9.0, 4.0, 2.0, 181.0, 33.0, -1.0]","[417.6, 542.47, 416.91, 304.07, 384.06, 494.73, 362.09, 273.04, 298.78, 243.23]","[9.0, 10.0, 15.0, 11.0, 29.0, 103.0]","[3.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 1.0, 2.0, 4.0]","[11.01, 12.24, 9.1, 6.52, 9.03, 10.69, 6.26, 1.89, 6.14, 10.73]","[25.08, 20.28, 22.75, 17.27, 27.33]","[24.0, -11.0, 32.0, -37.0]",10.33,"[1.06, 1.22, 1.36]"
Sunrise Asian,2,,506615,domesticappliances,"[0.04, 0.2, 0.07, 0.06, 0.06, -0.02, 0.06, 0.05, 0.07, 0.35]","[-33.0, 1100.0, 17.0, 20.0, -14.0, -106.0]","[29.01, 49.53, 39.55, 42.53, 38.28, 28.29, 25.45, 22.42, 37.31, 32.21]","[-24.0, 75.0, 55.0, 90.0, 3.0, -12.0]","[1.0, 0.0, 1.0, 1.0, 1.0, -0.0, 1.0, 1.0, 1.0, 0.0]","[0.2, 0.09, 0.32, 0.28, 0.26, -0.11, 0.26, 0.21, 0.33, 0.15]","[2.09, 0.15, None, -0.01, None]",[1293.0],1.2,"[0.08, 0.15]"
Sunrise Invest,2,,501110,trading,"[19.06, 16.31, 21.98, 24.16, 9.77, 12.68, 16.77, 17.18, 9.85, 10.54]","[-21.0, 67.0, 31.0, 41.0, -1.0, 20.0]","[0.85, 0.87, 0.63, 1.17, 0.68, 0.64, 0.64, 0.87, 0.46, 0.59]","[-27.0, 28.0, -2.0, 34.0, 48.0, 8.0]","[112.0, 93.0, 175.0, 103.0, 72.0, 98.0, 131.0, 99.0, 107.0, 90.0]","[0.95, 0.81, 1.1, 1.21, 0.49, 0.63, 0.84, 0.86, 0.49, 0.53]","[56.4, 44.95, 71.26, 64.63, None]","[25.0, -37.0, 10.0]",5.75,[]
Sunteck Realty,2,SUNTECK,512179,constructioncontractingrealestate,"[0.76, 6.25, 2.72, 2.7, 0.2, 19.6, 0.81, 0.34, 1.05, -0.23]","[280.0, -68.0, 236.0, 694.0, -81.0, 8622.0]","[11.25, 13.66, 4.88, 4.18, 0.84, 3.71, 16.53, 2.81, 15.61, 18.29]","[1239.0, 268.0, -70.0, 49.0, -95.0, -80.0]","[43.0, 288.0, 351.0, 407.0, 146.0, 3327.0, 31.0, 77.0, 42.0, -8.0]","[4.8, 39.34, 17.12, 17.02, 1.23, 123.44, 5.12, 2.17, 6.61, -1.41]","[11.86, 21.81, 1.09, 1.88, 0.98]","[-46.0, 1901.0, -42.0, 92.0]",12.88,"[0.1, 0.37, 0.29]"
Super Domestic,2,,531699,domesticappliances,"[0.01, -4.12, 0.03, 0.03, 0.02, -0.01, 0.02, 0.02, -0.05, 0.01]","[-50.0, -41100.0]","[0.3, 0.23, 0.31, 0.31, 0.31, 0.26, 0.28, 0.31, 0.24, 0.27]","[-3.0, -12.0]","[3.0, -774.0, 3.0, 3.0, 3.0, -15.0, 4.0, 3.0, -8.0, 0.0]","[0.01, -1.78, 0.01, 0.01, 0.01, -0.04, 0.01, 0.01, -0.02, 0.0]","[-4.04, None, 0.02, 0.03, 0.09]",[],-1.0,[0.02]
Supra Trends,2,,511539,financeinvestments,"[-0.02, -0.16, -0.03, -0.16, -0.01, -0.01, 0.02, None, None, None]",[],"[0.03, 0.06, None, None, 0.02, 0.03, 0.09, 0.02, 0.02, 0.01]","[50.0, 100.0]","[-33.0, -133.0]","[-0.01, -0.08, -0.02, -0.08, 0.0, -0.01, 0.01, 0.0, 0.0, 0.0]","[-0.25, 0.01, None, 0.05, None]",[],-61.9,[10.26]
Surya India,2,,539253,miscellaneous,"[0.55, -0.01, 0.52, 0.56, 0.2, 1.72, 2.03, 0.45, 0.22, None]","[175.0, -101.0, -74.0, 24.0, -9.0]","[0.44, 0.4, 0.39, 0.99, 0.36, 0.7, 0.0, 0.2, 0.22, -0.89]","[22.0, -43.0, 395.0, 64.0, 179.0]","[86.0, -3.0, 92.0, 39.0, 39.0, 171.0]","[0.38, -0.01, 0.36, 0.39, 0.14, 1.2, 1.41, 0.31, 0.15, 1.07]","[1.35, 4.21, 2.17, 1.42, 0.6]","[-68.0, 94.0, 53.0, 137.0]",2.11,[]
Surya Marketing,2,,538575,miscellaneous,"[None, None, None, 0.02, 0.02]",[],"[0.36, 1.93, 0.35, 0.34, 0.35]",[3.0],"[3.0, 1.0, 3.0, 3.0, 3.0]","[0.01, 0.01, 0.01, 0.01, 0.01]","[0.01, 0.04, 0.07, None, None]","[-75.0, -43.0]",1.33,[0.49]
Suryaoday Agro,2,,519359,edibleoilssolventextraction,"[0.51, -0.43, 0.62, 0.68, 0.68, 0.27, 0.8, 0.76, 1.01, 0.6]","[-25.0, -259.0, -23.0, -11.0, -33.0, -55.0]","[44.95, 36.12, 42.66, 55.45, 51.72, 59.42, 76.63, 77.22, 66.43, 43.67]","[-13.0, -39.0, -44.0, -28.0, -22.0, 36.0]","[1.0, -1.0, 1.0, 1.0, 1.0, 0.0, 1.0, 1.0, 1.0, 1.0]","[0.29, -0.38, 0.35, 0.39, 0.39, 0.14, 0.45, 0.44, 0.58, 0.34]","[1.54, 2.84, 4.53, 3.95, 4.13]","[-46.0, -37.0, 15.0, -4.0]",-1.0,[]
