Name,filters passed,NSE,BSE,Sector,epsQ,epsQ%,salesQ,salesQ%,ATPMQ,ATPQ,epsA,epsA%
Vesuvius India,2,VESUVIUS,520113,cementproductsbuildingmaterials,"['9.50', '7.67', '7.13', '7.22', '6.95', '7.85', '6.70', '8.01', '8.71', '8.69']","[36.690647482014384, -2.292993630573245, 6.41791044776119, -9.86267166042447, -20.206659012629167, -9.666283084004602]","['168.10', '164.92', '171.71', '167.54', '157.49', '154.93', '155.22', '149.97', '151.56', '144.44']","[1.9282076158137322, -3.9543416225030694, 2.4889578608093688, 6.381357546510878, 1.652359129929647, -0.18683159386676462, 3.5007001400280053, -1.0490894695170252, 4.9293824425366966]","[0.11469363474122547, 0.09447004608294932, 0.08432822782598567, 0.08744180494210338, 0.08959299003111308, 0.10282062867101271, 0.08755315036722072, 0.10842168433686739, 0.11665347057271047, 0.12212683467183606]","['19.28', '15.58', '14.48', '14.65', '14.11', '15.93', '13.59', '16.26', '17.68', '17.64']","['29.15', '32.10', '27.48', '27.21', '24.07']","[-9.190031152647983, 16.81222707423581, 0.9922822491730965, 13.045284586622355]"
VIP Industries,2,VIPIND,507880,plastics,"['1.80', '0.60', '0.60', '0.30', '1.90', '1.50', '0.70', '0.30', '1.60', '0.40']","[-5.263157894736835, -60.0, -14.285714285714283, 0.0, 18.74999999999999, 275.0]","['353.50', '244.50', '252.10', '217.60', '328.40', '226.60', '235.10', '197.20', '325.80', '195.70']","[44.580777096114524, -3.0146767155890495, 15.854779411764705, -33.739342265529835, 44.924977934686666, -3.6154827732879626, 19.21906693711968, -39.472068753836716, 66.47930505876343]","[0.07100424328147101, 0.0359918200408998, 0.033716779055930186, 0.017463235294117647, 0.08160779537149818, 0.09267431597528684, 0.042960442364951085, 0.0218052738336714, 0.07059545733578883, 0.032192130812468064]","['25.10', '8.80', '8.50', '3.80', '26.80', '21.00', '10.10', '4.30', '23.00', '6.30']","['3.40', '4.10', '2.20', '4.80', '21.90']","[-17.073170731707314, 86.36363636363633, -54.166666666666664, -78.0821917808219]"
Virat Crane,2,,519457,engineering,"['0.98', '1.10', '0.59', '0.45', '0.50', '0.10', '0.09', '0.24', '0.27', '-1.29']","[96.0, 1000.0, 555.5555555555555, 87.50000000000001, 85.18518518518518, 107.75193798449614]","['16.39', '18.75', '15.18', '14.38', '14.68', '13.58', '13.40', '10.06', '8.59', '8.82']","[-12.586666666666662, 23.517786561264824, 5.563282336578574, -2.0435967302452243, 8.100147275405005, 1.3432835820895501, 33.20079522862823, 17.112922002328297, -2.6077097505668982]","[0.12202562538133008, 0.11946666666666668, 0.07905138339920949, 0.06397774687065369, 0.06948228882833787, 0.014727540500736378, 0.01417910447761194, 0.048707753479125246, 0.0640279394644936, -0.29931972789115646]","['2.00', '2.24', '1.20', '0.92', '1.02', '0.20', '0.19', '0.49', '0.55', '-2.64']","['2.63', '0.69', '0.69', '0.32', '--']","[281.15942028985506, 0.0, 115.62499999999997]"
Virat Leasing,2,,539167,financeinvestments,"['0.20', '0.05', '-0.05', '-0.01', '0.02', '0.05', '0.02', '-0.10', '0.06', '-0.08']","[900.0, 0.0, -350.00000000000006, 90.0, -66.66666666666666, 162.5]","['0.27', '0.22', '0.23', '0.03', '0.10', '0.03', '0.14', '0.11', '0.11', '0.24']","[22.727272727272734, -4.347826086956525, 666.6666666666667, -70.0, 233.33333333333334, -78.57142857142857, 27.27272727272728, 0.0, -54.16666666666667]","[0.9629629629629629, 0.36363636363636365, -0.2608695652173913, -0.33333333333333337, 0.3, 2.0, 0.21428571428571425, -1.1818181818181819, 0.7272727272727273, -0.4166666666666667]","['0.26', '0.08', '-0.06', '-0.01', '0.03', '0.06', '0.03', '-0.13', '0.08', '-0.10']","['0.01', '0.02', '0.11', '--']","[-50.0, -81.81818181818181]"
Virtual Global,2,,534741,computerssoftwaretraining,"['--', '--', '--', '--', '--', '--', '--', '--', '--', '--']",[],"['8.41', '3.01', '2.92', '2.75', '2.21', '2.19', '2.16', '2.44', '2.33', '2.12']","[179.40199335548175, 3.0821917808219133, 6.181818181818179, 24.434389140271495, 0.9132420091324209, 1.3888888888888797, -11.475409836065566, 4.72103004291845, 9.905660377358489]","[0.09750297265160522, 0.016611295681063124, 0.01712328767123288, 0.010909090909090908, 0.013574660633484163, 0.0136986301369863, 0.013888888888888888, 0.012295081967213115, 0.012875536480686695, 0.009433962264150943]","['0.82', '0.05', '0.05', '0.03', '0.03', '0.03', '0.03', '0.03', '0.03', '0.02']","['--', '--', '0.02', '0.17', '0.03']",[]
Visaka Ind,2,VISAKAIND,509055,cementproductsbuildingmaterials,"['8.57', '3.82', '0.17', '2.33', '7.05', '2.83', '-2.95', '-0.98', '8.64', '3.64']","[21.56028368794327, 34.982332155477025, 105.76271186440678, 337.7551020408164, -18.402777777777786, -22.252747252747255]","['317.81', '281.72', '212.60', '208.29', '310.48', '237.11', '186.83', '176.22', '282.75', '231.49']","[12.810592077239802, 32.5117591721543, 2.0692303999231854, -32.91355320793611, 30.94344397115263, 26.912166140341487, 6.0208829871751295, -37.676392572944295, 22.143505119011618]","[0.0428557943425317, 0.021546216101093283, 0.0012699905926622766, 0.01771568486245139, 0.03607317701623292, 0.01897853317025853, -0.025103034844511055, -0.008852570650323459, 0.04852343059239611, 0.02492548274223508]","['13.62', '6.07', '0.27', '3.69', '11.20', '4.50', '-4.69', '-1.56', '13.72', '5.77']","['13.37', '7.54', '31.92', '21.62', '28.38']","[77.32095490716179, -76.37844611528823, 47.641073080481036, -23.81959126145172]"
Vision Cinemas,2,,526441,mediaentertainment,"['0.40', '0.08', '0.42', '0.25', '0.14', '0.56', '0.22', '0.26', '0.21', '0.21']","[185.7142857142857, -85.71428571428571, 90.9090909090909, -3.8461538461538494, -33.33333333333333, 166.6666666666667]","['1.22', '0.85', '1.15', '0.85', '0.67', '1.18', '0.97', '0.86', '0.82', '0.80']","[43.529411764705884, -26.086956521739125, 35.29411764705881, 26.86567164179103, -43.220338983050844, 21.649484536082472, 12.790697674418603, 4.878048780487809, 2.4999999999999885]","[0.14754098360655737, 0.03529411764705882, 0.16521739130434784, 0.12941176470588237, 0.14925373134328357, 0.33898305084745767, 0.16494845360824742, 0.16279069767441862, 0.14634146341463414, 0.15]","['0.18', '0.03', '0.19', '0.11', '0.10', '0.40', '0.16', '0.14', '0.12', '0.12']","['--', '--', '0.78', '--', '--']",[]
Vivo Biotech,2,,511509,pharmaceuticals,"['0.36', '0.44', '0.08', '0.11', '-0.14', '-0.11', '0.09', '0.18', '0.16', '0.27']","[357.1428571428571, 500.0, -11.111111111111107, -38.888888888888886, -187.50000000000003, -140.74074074074073]","['6.05', '5.98', '4.64', '3.49', '3.67', '4.06', '4.53', '3.58', '3.96', '3.69']","[1.1705685618728996, 28.8793103448276, 32.951289398280785, -4.904632152588548, -9.605911330049253, -10.37527593818986, 26.536312849162012, -9.595959595959593, 7.3170731707317085]","[0.05619834710743802, 0.06856187290969899, 0.01724137931034483, 0.03151862464183381, -0.035422343324250684, -0.027093596059113302, 0.017660044150110375, 0.04748603351955308, 0.03787878787878788, 0.06775067750677508]","['0.34', '0.41', '0.08', '0.11', '-0.13', '-0.11', '0.08', '0.17', '0.15', '0.25']","['0.31', '0.26', '-0.31', '0.34', '--']","[19.230769230769226, 183.8709677419355, -191.17647058823528]"
VJIL Consulting,2,,517429,computerssoftwaremediumsmall,"['0.16', '0.01', '0.22', '0.52', '-0.02', '-0.12', '0.09', '-6.77', '-0.23', '-0.06']","[900.0, 108.33333333333334, 144.44444444444446, 107.68094534711965, 91.30434782608697, -100.0]","['2.04', '1.99', '1.90', '2.12', '1.57', '1.30', '1.69', '1.77', '1.66', '1.17']","[2.5125628140703538, 4.736842105263162, -10.377358490566046, 35.031847133757964, 20.76923076923077, -23.076923076923073, -4.51977401129944, 6.626506024096392, 41.88034188034188]","[0.058823529411764705, 0.04522613065326633, 0.08947368421052633, 0.19339622641509432, -0.012738853503184712, -0.06923076923076922, 0.04142011834319527, -3.0056497175141246, -0.10843373493975904, -0.04273504273504274]","['0.12', '0.09', '0.17', '0.41', '-0.02', '-0.09', '0.07', '-5.32', '-0.18', '-0.05']","['0.83', '-7.03', '-2.29', '-5.38', '-4.11']","[111.80654338549077, -206.9868995633188, 57.43494423791822, -30.900243309002416]"
VJTF,2,,509026,financeinvestments,"['0.33', '0.73', '-0.44', '-0.25', '-0.13', '-0.44', '0.12', '0.03', '0.10', '-0.09']","[353.8461538461538, 265.9090909090909, -466.6666666666667, -933.3333333333334, -229.99999999999997, -388.88888888888886]","['5.03', '4.93', '3.83', '3.63', '3.41', '2.43', '2.82', '2.97', '2.95', '2.93']","[2.028397565922932, 28.720626631853776, 5.509641873278242, 6.451612903225799, 40.32921810699588, -13.829787234042543, -5.050505050505063, 0.6779661016949159, 0.6825938566552906]","[0.11530815109343935, 0.2616632860040568, -0.20365535248041775, -0.12121212121212122, -0.06451612903225806, -0.3168724279835391, 0.07446808510638298, 0.0202020202020202, 0.0576271186440678, -0.051194539249146756]","['0.58', '1.29', '-0.78', '-0.44', '-0.22', '-0.77', '0.21', '0.06', '0.17', '-0.15']","['-0.08', '-0.18', '--', '-32.41', '-2.93']",[]
VMS Industries,2,,533427,miscellaneous,"['0.09', '0.05', '0.13', '0.10', '0.12', '0.24', '0.06', '0.21', '0.63', '0.18']",[],"['6.33', '0.72', '11.83', '40.17', '38.46', '21.65', '30.31', '25.66', '36.79', '25.02']","[779.1666666666667, -93.91377852916314, -70.55016181229774, 4.446177847113886, 77.64434180138569, -28.571428571428577, 18.12159002338269, -30.252786083174776, 47.04236610711431]","[0.022116903633491312, 0.125, 0.01775147928994083, 0.003983071944236993, 0.005200208008320333, 0.018013856812933028, 0.0029693170570768723, 0.013639906469212782, 0.028540364229410167, 0.011590727418065548]","['0.14', '0.09', '0.21', '0.16', '0.20', '0.39', '0.09', '0.35', '1.05', '0.29']","['0.33', '0.62', '0.96', '0.65', '1.67']","[-46.774193548387096, -35.416666666666664, 47.692307692307686, -61.07784431137725]"
Vyapar Ind,2,,506142,financeinvestments,"['0.01', '0.57', '-0.04', '-0.59', '-1.09', '--', '-0.01', '0.45', '-0.02', '0.08']",[100.91743119266054],"['3.84', '0.40', '--', '2.09', '2.97', '18.69', '7.49', '8.55', '4.27', '10.09']",[860.0],"[0.005208333333333334, 1.5499999999999998]","['0.02', '0.62', '-0.04', '-0.64', '-1.19', '0.01', '-0.01', '0.49', '-0.02', '0.09']","['-1.15', '0.42', '1.02', '1.09', '0.11']",[]
Wanbury,2,WANBURY,524212,pharmaceuticals,"['2.23', '-0.10', '1.71', '-134.94', '0.71', '-0.68', '0.66', '-0.87', '-3.87', '-4.95']","[214.08450704225353, 85.29411764705883, 159.09090909090907, -15410.344827586207, 118.34625322997417, 86.26262626262627]","['118.98', '121.53', '125.20', '121.90', '115.12', '100.29', '105.76', '110.22', '103.11', '106.14']","[-2.098247346334236, -2.931309904153356, 2.7071369975389636, 5.889506601806811, 14.787117359656992, -5.172087745839636, -4.046452549446556, 6.89554844340995, -2.8547201808931613]","[0.037401243906538914, -0.0017279684028634905, 0.027316293929712458, -2.145036915504512, 0.011118832522585128, -0.014258649915245785, 0.008793494704992435, -0.023498457630194158, -0.06517311608961303, -0.08111927642736008]","['4.45', '-0.21', '3.42', '-261.48', '1.28', '-1.43', '0.93', '-2.59', '-6.72', '-8.61']","['-5.14', '-14.65', '-10.97', '-15.16', '--']",[]
Welspun Global,2,WELGLOB,533495,miscellaneous,"['11.53', '7.96', '-78.65', '-12.29', '9.04', '7.51', '-3.20', '3.76', '7.56', '--']","[27.544247787610626, 5.992010652463384, -2357.8125, -426.86170212765956, 19.576719576719572]","['755.90', '751.03', '703.42', '612.58', '634.85', '497.11', '464.53', '464.28', '527.81', '427.42']","[0.6484428052141732, 6.768360296835462, 14.829083548271232, -3.5079152555721795, 27.70815312506286, 7.013540567885829, 0.05384681657620402, -12.036528296167177, 23.487436245379236]","[0.015994179124222782, 0.0110914344300494, -0.11712774729180292, -0.021025825198341442, 0.014916909506182564, 0.015831506105288568, -0.007211590209459023, 0.008486258292409753, 0.015005399670335918, 0.018132048102568903]","['12.09', '8.33', '-82.39', '-12.88', '9.47', '7.87', '-3.35', '3.94', '7.92', '7.75']","['-74.39', '15.53']",[]
Western India,2,,532026,textilesspinningcottonblended,"['--', '--', '--', '--', '--', '--', '--', '--', '--', '--']",[],"['1.15', '0.81', '0.96', '1.14', '0.98', '0.87', '0.78', '1.21', '1.10', '0.73']","[41.97530864197529, -15.624999999999991, -15.789473684210522, 16.32653061224489, 12.643678160919539, 11.538461538461533, -35.53719008264463, 9.999999999999988, 50.68493150684933]","[0.13043478260869565, 0.024691358024691357, 0.07291666666666667, 0.09649122807017545, 0.163265306122449, 0.16091954022988508, -0.14102564102564102, 0.06611570247933884, 0.045454545454545456, -0.0410958904109589]","['0.15', '0.02', '0.07', '0.11', '0.16', '0.14', '-0.11', '0.08', '0.05', '-0.03']","['--', '--', '--', '0.20', '--']",[]
Whirlpool,2,WHIRLPOOL,500238,consumergoodswhitegoods,"['7.73', '4.36', '3.21', '2.80', '1.67', '1.30', '3.91', '1.95', '0.79', '2.24']",[],"['1068.14', '748.18', '709.14', '636.68', '647.15', '586.48', '855.89', '602.86', '598.33', '611.17']","[42.765110000267335, 5.505259892263864, 11.380913488722756, -1.6178629374951754, 10.34476879006956, -31.477175805302082, 41.971602030322124, 0.7571072819347137, -2.1008884598393114]","[0.09184189338476229, 0.07387259750327463, 0.05742166567955552, 0.05583652698372809, 0.03283628216024106, 0.02820215523120993, 0.05793968851137413, 0.0410543077994891, 0.016830177326893184, 0.04643552530392526]","['98.10', '55.27', '40.72', '35.55', '21.25', '16.54', '49.59', '24.75', '10.07', '28.38']","['16.59', '9.69', '10.07', '9.62', '12.18']","[71.20743034055728, -3.773584905660385, 4.677754677754689, -21.01806239737275]"
Wonderla,2,WONDERLA,538268,miscellaneous,"['4.96', '1.17', '2.26', '1.14', '4.88', '1.70', '2.95', '1.05', '3.79', '1.06']","[1.6393442622950833, -31.176470588235293, -23.38983050847459, 8.571428571428557, 28.759894459102895, 60.377358490566024]","['67.21', '36.46', '47.36', '34.32', '63.73', '33.94', '41.02', '27.03', '51.64', '28.97']","[84.33900164563903, -23.0152027027027, 37.99533799533799, -46.147811077985246, 87.77253977607543, -17.25987323256949, 51.75730669626341, -47.656855151045704, 78.25336555056957]","[0.4171998214551406, 0.1807460230389468, 0.26963682432432434, 0.18764568764568765, 0.3896124274282128, 0.21066588096641134, 0.30204778156996587, 0.16315205327413984, 0.30867544539116964, 0.15360717984121505]","['28.04', '6.59', '12.77', '6.44', '24.83', '7.15', '12.39', '4.41', '15.94', '4.45']","['9.19', '9.50', '7.97', '7.11', '7.51']","[-3.263157894736848, 19.196988707653706, 12.095639943741201, -5.326231691078555]"
Woodsvilla,2,,526959,financeinvestments,"['0.50', '-0.19', '-0.07', '-0.18', '0.56', '-0.07', '-0.11', '-0.23', '0.53', '0.02']","[-10.714285714285724, -171.4285714285714, 36.36363636363636, 21.739130434782613, 5.660377358490571, -450.0]","['0.50', '0.06', '0.18', '0.10', '0.52', '0.09', '0.10', '0.07', '0.45', '0.16']","[733.3333333333334, -66.66666666666666, 79.99999999999999, -80.76923076923077, 477.7777777777778, -10.000000000000009, 42.85714285714285, -84.44444444444444, 181.25000000000003]","[0.3, -1.0, -0.11111111111111112, -0.5, 0.3269230769230769, -0.22222222222222224, -0.3, -1.0, 0.35555555555555557, 0.0625]","['0.15', '-0.06', '-0.02', '-0.05', '0.17', '-0.02', '-0.03', '-0.07', '0.16', '0.01']","['0.13', '0.11', '0.07', '0.06', '0.15']","[18.181818181818183, 57.14285714285713, 16.666666666666682, -60.0]"
Woolworth,2,WOOLWORTH,514144,textileswoollenworsted,"['0.85', '-4.26', '-3.17', '-6.33', '0.09', '-15.58', '-0.72', '-2.53', '5.57', '-11.43']","[844.4444444444445, 72.65725288831835, -340.2777777777778, -150.19762845849806, -98.38420107719928, -36.3079615048119]","['31.07', '35.18', '36.24', '34.88', '29.48', '25.47', '27.81', '32.03', '30.29', '37.24']","[-11.68277430358158, -2.924944812362037, 3.8990825688073376, 18.317503392130266, 15.744012563800554, -8.414239482200648, -13.17514829847019, 5.744470122152532, -18.662728249194423]","[0.09237206308336016, -0.41188175099488344, -0.29718543046357615, -0.6163990825688073, 0.010515603799185888, -2.078523753435414, -0.08845738942826321, -0.2684982828598189, 0.625288874215913, -1.0429645542427497]","['2.87', '-14.49', '-10.77', '-21.50', '0.31', '-52.94', '-2.46', '-8.60', '18.94', '-38.84']","['-13.67', '-13.31', '-22.85', '-14.93', '-14.64']",[]
WW Technology,2,,505583,financeinvestments,"['0.07', '0.07', '0.20', '-0.03', '-0.56', '0.25', '-0.28', '-0.27', '0.01', '-0.12']","[112.5, -72.0, 171.42857142857142, 88.8888888888889, -5700.000000000001, 308.33333333333337]","['0.12', '0.09', '0.11', '0.05', '0.00', '0.02', '--', '--', '0.00', '0.00']","[33.33333333333333, -18.181818181818183, 120.0]","[0.4166666666666667, 0.5555555555555556, 0.9090909090909092, -0.19999999999999998]","['0.05', '0.05', '0.10', '-0.01', '-0.01', '0.01', '-0.01', '-0.01', '0.00', '0.00']","['0.17', '--', '-0.36', '3.75', '1.57']",[]
Yantra Natural,2,,531693,textilesspinningcottonblended,"['--', '--', '2.91', '8.55', '--', '2.31', '5.82', '--', '--', '--']",[],"['6.98', '4.31', '4.08', '3.86', '5.09', '4.76', '5.63', '5.48', '17.92', '30.75']","[61.948955916473345, 5.637254901960772, 5.699481865284979, -24.165029469548134, 6.9327731092436995, -15.452930728241565, 2.737226277372253, -69.41964285714286, -41.72357723577235]","[0.02148997134670487, 0.006960556844547564, 0.044117647058823525, 0.01295336787564767, 0.00982318271119843, 0.031512605042016806, 0.0017761989342806395, 0.005474452554744525, 0.0016741071428571425, -0.01821138211382114]","['0.15', '0.03', '0.18', '0.05', '0.05', '0.15', '0.01', '0.03', '0.03', '-0.56']","['--', '3.43', '1.95', '--', '--']",[]
York Exports,2,,530675,textileshosieryknitwear,"['0.20', '-8.09', '0.25', '0.31', '0.22', '-0.45', '0.35', '0.08', '0.07', '-0.32']","[-9.090909090909086, -1697.7777777777778, -28.571428571428566, 287.49999999999994, 214.28571428571428, -40.625]","['2.28', '0.69', '4.76', '3.55', '1.24', '1.06', '4.68', '4.28', '1.57', '0.58']","[230.43478260869566, -85.50420168067228, 34.08450704225352, 186.29032258064512, 16.98113207547169, -77.35042735042735, 9.345794392523352, 172.61146496815286, 170.6896551724138]","[0.030701754385964918, -3.942028985507247, 0.016806722689075633, 0.030985915492957747, 0.05645161290322581, -0.14150943396226415, 0.02564102564102564, 0.007009345794392522, 0.012738853503184712, -0.18965517241379312]","['0.07', '-2.72', '0.08', '0.11', '0.07', '-0.15', '0.12', '0.03', '0.02', '-0.11']","['-7.30', '0.05', '-1.24', '0.12', '0.72']",[]
Zee Learn,2,ZEELEARN,533287,computerssoftwaretraining,"['0.12', '0.12', '0.04', '0.11', '-0.05', '-0.11', '0.02', '0.11', '-0.28', '-0.30']","[9.090909090909086, 339.99999999999994, 100.0, 0.0, 82.14285714285715, 63.33333333333334]","['35.79', '41.69', '22.76', '37.30', '39.04', '22.70', '23.91', '33.52', '36.43', '21.47']","[-14.152074838090666, 83.17223198594023, -38.98123324396782, -4.456967213114759, 71.98237885462555, -5.060644081974073, -28.669451073985684, -7.987922042272842, 69.6786213320913]","[0.11064543168482817, 0.09138882225953467, 0.050087873462214404, 0.09544235924932977, -0.04431352459016393, -0.14889867841409693, 0.02258469259723965, 0.09695704057279235, -0.2017567938512215, -0.37307871448532837]","['3.96', '3.81', '1.14', '3.56', '-1.73', '-3.38', '0.54', '3.25', '-7.35', '-8.01']","['0.30', '-0.04', '-0.81', '-1.05', '0.19']","[849.9999999999998, 95.06172839506173, 22.857142857142858, -652.6315789473684]"
